"","X.x","sector","state","year","action_occurred","protest_occurred","strike_occurred","total_strikes","total_protests","total_actions","X.y","all_employees","avg_hourly_earnings_all","avg_hourly_earnings_production","avg_weekly_earnings_all","avg_weekly_earnings_production","avg_weekly_hours_all","avg_weekly_hours_production","production_nonsupervisory_employees","Labor.Force","Labor.Force.Participation.Rate","Unemployment.Rate","state_labor_force","state_labor_part","state_unempl_rate","X","adjusted_cpi"
"938",938,"Financial Activities","West Virginia",2022,0,0,0,0,0,0,1669,25.3583333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,406,260.893116483333
"939",939,"Financial Activities","West Virginia",2023,0,0,0,0,0,0,1670,25.7416666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,457,273.5390245
"940",940,"Financial Activities","West Virginia",2024,0,0,0,0,0,0,1671,25.8083333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,508,281.61281894
"941",941,"Financial Activities","West Virginia",2025,0,0,0,0,0,0,1672,25.475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"942",942,"Financial Activities","West Virginia",2026,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"943",943,"Financial Activities","Wisconsin",2021,0,0,0,0,0,0,1679,155.725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,356,252.794098495833
"944",944,"Financial Activities","Wisconsin",2022,1,1,0,0,1,1,1680,159.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,407,270.432705066667
"945",945,"Financial Activities","Wisconsin",2023,1,1,1,1,1,2,1681,159.883333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,458,283.670438041667
"946",946,"Financial Activities","Wisconsin",2024,0,0,0,0,0,0,1682,159.225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,509,292.043271898333
"947",947,"Financial Activities","Wisconsin",2025,0,0,0,0,0,0,1683,157.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"948",948,"Financial Activities","Wisconsin",2026,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"949",949,"Financial Activities","Wyoming",2021,0,0,0,0,0,0,1690,11.1916666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,357,248.0250631625
"950",950,"Financial Activities","Wyoming",2022,0,0,0,0,0,0,1691,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,408,268.5160085875
"951",951,"Financial Activities","Wyoming",2023,0,0,0,0,0,0,1692,11.5333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,459,276.817641333333
"952",952,"Financial Activities","Wyoming",2024,0,0,0,0,0,0,1693,11.3666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,510,284.988207626667
"953",953,"Financial Activities","Wyoming",2025,0,0,0,0,0,0,1694,11.325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"954",954,"Financial Activities","Wyoming",2026,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"955",955,"Government","Alabama",2021,0,0,0,0,0,0,1701,387.9,NA,NA,NA,NA,NA,NA,NA,2244778.33333333,56.4583333333333,3.35,2244.77833333333,56.4583333333333,3.35,307,238.646863566667
"956",956,"Government","Alabama",2022,1,0,1,3,0,3,1702,391.608333333333,NA,NA,NA,NA,NA,NA,NA,2269554.58333333,56.7083333333333,2.53333333333333,2269.55458333333,56.7083333333333,2.53333333333333,358,257.530850445833
"957",957,"Government","Alabama",2023,0,0,0,0,0,0,1703,403.8,NA,NA,NA,NA,NA,NA,NA,2303052.41666667,56.9916666666667,2.45833333333333,2303.05241666667,56.9916666666667,2.45833333333333,409,274.14233875
"958",958,"Government","Alabama",2024,1,0,1,1,0,1,1704,416.783333333333,NA,NA,NA,NA,NA,NA,NA,2346989.5,57.5166666666667,3.08333333333333,2346.9895,57.5166666666667,3.08333333333333,460,282.23394065
"959",959,"Government","Alabama",2025,1,0,1,1,0,1,1705,420.975,NA,NA,NA,NA,NA,NA,NA,2378550.25,57.95,3.225,2378.55025,57.95,3.225,NA,NA
"960",960,"Government","Alabama",2026,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"961",961,"Government","Alaska",2021,0,0,0,0,0,0,1712,77.2333333333333,NA,NA,NA,NA,NA,NA,NA,350399,64.2666666666667,6.36666666666667,350.399,64.2666666666667,6.36666666666667,308,283.9960541
"962",962,"Government","Alaska",2022,0,0,0,0,0,0,1713,77.3,NA,NA,NA,NA,NA,NA,NA,352966.583333333,64.5333333333333,4.26666666666667,352.966583333333,64.5333333333333,4.26666666666667,359,298.542302591667
"963",963,"Government","Alaska",2023,0,0,0,0,0,0,1714,78.5,NA,NA,NA,NA,NA,NA,NA,356831,64.725,4.225,356.831,64.725,4.225,410,309.929843125
"964",964,"Government","Alaska",2024,0,0,0,0,0,0,1715,79.8,NA,NA,NA,NA,NA,NA,NA,359269.25,64.5833333333333,4.61666666666667,359.26925,64.5833333333333,4.61666666666667,461,319.077751175
"965",965,"Government","Alaska",2025,0,0,0,0,0,0,1716,81.575,NA,NA,NA,NA,NA,NA,NA,361850.75,64.775,5.125,361.85075,64.775,5.125,NA,NA
"966",966,"Government","Alaska",2026,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"967",967,"Government","Arizona",2021,0,0,0,0,0,0,1723,406.6,NA,NA,NA,NA,NA,NA,NA,3528295.58333333,61.275,5.025,3528.29558333333,61.275,5.025,309,261.765846216667
"968",968,"Government","Arizona",2022,0,0,0,0,0,0,1724,413,NA,NA,NA,NA,NA,NA,NA,3604593.41666667,61.4166666666667,3.74166666666667,3604.59341666667,61.4166666666667,3.74166666666667,360,292.5171452625
"969",969,"Government","Arizona",2023,0,0,0,0,0,0,1725,425.45,NA,NA,NA,NA,NA,NA,NA,3695086.16666667,61.8416666666667,3.68333333333333,3695.08616666667,61.8416666666667,3.68333333333333,411,308.071147708333
"970",970,"Government","Arizona",2024,1,1,0,0,1,1,1726,432.8,NA,NA,NA,NA,NA,NA,NA,3746158.75,61.5166666666667,3.6,3746.15875,61.5166666666667,3.6,462,317.164194391667
"971",971,"Government","Arizona",2025,0,0,0,0,0,0,1727,442.425,NA,NA,NA,NA,NA,NA,NA,3788657.5,61.575,3.825,3788.6575,61.575,3.825,NA,NA
"972",972,"Government","Arizona",2026,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"973",973,"Government","Arkansas",2021,0,0,0,0,0,0,1734,206.6,NA,NA,NA,NA,NA,NA,NA,1332363.75,56.5833333333333,4.025,1332.36375,56.5833333333333,4.025,310,240.925703745833
"974",974,"Government","Arkansas",2022,0,0,0,0,0,0,1735,208.041666666667,NA,NA,NA,NA,NA,NA,NA,1363238.41666667,57.4333333333333,3.16666666666667,1363.23841666667,57.4333333333333,3.16666666666667,361,254.2768558125
"975",975,"Government","Arkansas",2023,1,1,0,0,1,1,1736,210.5,NA,NA,NA,NA,NA,NA,NA,1385112.41666667,57.775,3.15,1385.11241666667,57.775,3.15,412,263.5934805
"976",976,"Government","Arkansas",2024,1,0,1,1,0,1,1737,212.158333333333,NA,NA,NA,NA,NA,NA,NA,1408991.58333333,58.1916666666667,3.46666666666667,1408.99158333333,58.1916666666667,3.46666666666667,463,271.37372166
"977",977,"Government","Arkansas",2025,0,0,0,0,0,0,1738,215.25,NA,NA,NA,NA,NA,NA,NA,1418244.75,58.275,3.75,1418.24475,58.275,3.75,NA,NA
"978",978,"Government","Arkansas",2026,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"979",979,"Government","California",2021,1,1,1,1,3,4,1745,2469.525,NA,NA,NA,NA,NA,NA,NA,18954560.3333333,61.075,7.34166666666667,18954.5603333333,61.075,7.34166666666667,311,303.126389016667
"980",980,"Government","California",2022,1,1,1,2,2,4,1746,2533.53333333333,NA,NA,NA,NA,NA,NA,NA,19218263.25,61.75,4.26666666666667,19218.26325,61.75,4.26666666666667,362,329.396726525
"981",981,"Government","California",2023,1,1,1,8,13,21,1747,2600.06666666667,NA,NA,NA,NA,NA,NA,NA,19470996.1666667,62.15,4.71666666666667,19470.9961666667,62.15,4.71666666666667,413,343.038997875
"982",982,"Government","California",2024,1,1,1,6,4,10,1748,2662.85833333333,NA,NA,NA,NA,NA,NA,NA,19644051.6666667,62.125,5.31666666666667,19644.0516666667,62.125,5.31666666666667,464,353.164157745
"983",983,"Government","California",2025,1,1,1,3,10,13,1749,2721.125,NA,NA,NA,NA,NA,NA,NA,19774156.5,62.3,5.325,19774.1565,62.3,5.325,NA,NA
"984",984,"Government","California",2026,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"985",985,"Government","Colorado",2021,0,0,0,0,0,0,1756,438.541666666667,NA,NA,NA,NA,NA,NA,NA,3146262.58333333,67.9833333333333,5.5,3146.26258333333,67.9833333333333,5.5,312,278.595663520833
"986",986,"Government","Colorado",2022,1,1,0,0,1,1,1757,450.091666666667,NA,NA,NA,NA,NA,NA,NA,3184961.5,68.0666666666667,3.1,3184.9615,68.0666666666667,3.1,363,299.229972320833
"987",987,"Government","Colorado",2023,0,0,0,0,0,0,1758,469.975,NA,NA,NA,NA,NA,NA,NA,3231187.75,68.1666666666667,3.31666666666667,3231.18775,68.1666666666667,3.31666666666667,414,308.91517825
"988",988,"Government","Colorado",2024,0,0,0,0,0,0,1759,487.208333333333,NA,NA,NA,NA,NA,NA,NA,3267766.08333333,68.0333333333333,4.26666666666667,3267.76608333333,68.0333333333333,4.26666666666667,465,318.03313739
"989",989,"Government","Colorado",2025,1,1,0,0,1,1,1760,496.05,NA,NA,NA,NA,NA,NA,NA,3270212.75,67.625,4.85,3270.21275,67.625,4.85,NA,NA
"990",990,"Government","Colorado",2026,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"991",991,"Government","Connecticut",2021,1,1,0,0,3,3,1767,224.15,NA,NA,NA,NA,NA,NA,NA,1850361.75,63.2416666666667,6.475,1850.36175,63.2416666666667,6.475,313,278.63088935
"992",992,"Government","Connecticut",2022,1,1,0,0,1,1,1768,227.375,NA,NA,NA,NA,NA,NA,NA,1925717.41666667,65.4416666666667,4.05,1925.71741666667,65.4416666666667,4.05,364,310.844275108333
"993",993,"Government","Connecticut",2023,0,0,0,0,0,0,1769,232.458333333333,NA,NA,NA,NA,NA,NA,NA,1913208.91666667,64.4416666666667,3.20833333333333,1913.20891666667,64.4416666666667,3.20833333333333,415,315.944703375
"994",994,"Government","Connecticut",2024,0,0,0,0,0,0,1770,235.091666666667,NA,NA,NA,NA,NA,NA,NA,1944419.25,64.8333333333333,3.15833333333333,1944.41925,64.8333333333333,3.15833333333333,466,325.270146405
"995",995,"Government","Connecticut",2025,0,0,0,0,0,0,1771,237.975,NA,NA,NA,NA,NA,NA,NA,1946327.25,64.6,4,1946.32725,64.6,4,NA,NA
"996",996,"Government","Connecticut",2026,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"997",997,"Government","Delaware",2021,0,0,0,0,0,0,1778,65.2166666666667,NA,NA,NA,NA,NA,NA,NA,494159.166666667,61.2916666666667,5.44166666666667,494.159166666667,61.2916666666667,5.44166666666667,314,264.025718641667
"998",998,"Government","Delaware",2022,0,0,0,0,0,0,1779,66.5583333333333,NA,NA,NA,NA,NA,NA,NA,498157.833333333,60.725,4.2,498.157833333333,60.725,4.2,365,286.711456995833
"999",999,"Government","Delaware",2023,0,0,0,0,0,0,1780,68.425,NA,NA,NA,NA,NA,NA,NA,506701.833333333,60.6583333333333,3.83333333333333,506.701833333333,60.6583333333333,3.83333333333333,416,302.428026541667
"1000",1000,"Government","Delaware",2024,0,0,0,0,0,0,1781,70.2416666666667,NA,NA,NA,NA,NA,NA,NA,506840,59.5833333333333,3.68333333333333,506.84,59.5833333333333,3.68333333333333,467,311.354510518333
"1001",1001,"Government","Delaware",2025,0,0,0,0,0,0,1782,72.025,NA,NA,NA,NA,NA,NA,NA,507812.5,59.075,4.025,507.8125,59.075,4.025,NA,NA
"1002",1002,"Government","Delaware",2026,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1003",1003,"Government","District of Columbia",2021,0,0,0,0,0,0,1789,241.408333333333,NA,NA,NA,NA,NA,NA,NA,379236.166666667,69.3916666666667,6.78333333333333,379.236166666667,69.3916666666667,6.78333333333333,315,302.362259491667
"1004",1004,"Government","District of Columbia",2022,0,0,0,0,0,0,1790,235.583333333333,NA,NA,NA,NA,NA,NA,NA,393025.083333333,71.15,4.70833333333333,393.025083333333,71.15,4.70833333333333,366,329.6600894
"1005",1005,"Government","District of Columbia",2023,1,1,0,0,4,4,1791,233.416666666667,NA,NA,NA,NA,NA,NA,NA,405630.583333333,72.1083333333333,4.85,405.630583333333,72.1083333333333,4.85,417,337.624404833333
"1006",1006,"Government","District of Columbia",2024,1,1,0,0,1,1,1792,236.741666666667,NA,NA,NA,NA,NA,NA,NA,416147.833333333,72.375,5.24166666666667,416.147833333333,72.375,5.24166666666667,468,347.589747246667
"1007",1007,"Government","District of Columbia",2025,1,1,0,0,8,8,1793,233.6,NA,NA,NA,NA,NA,NA,NA,422281.75,72.65,5.8,422.28175,72.65,5.8,NA,NA
"1008",1008,"Government","District of Columbia",2026,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1009",1009,"Government","Florida",2021,0,0,0,0,0,0,1800,1090.28333333333,NA,NA,NA,NA,NA,NA,NA,10297351,58.0166666666667,4.7,10297.351,58.0166666666667,4.7,316,274.756048141667
"1010",1010,"Government","Florida",2022,0,0,0,0,0,0,1801,1093.03333333333,NA,NA,NA,NA,NA,NA,NA,10703282,58.85,3.025,10703.282,58.85,3.025,367,299.21534105
"1011",1011,"Government","Florida",2023,1,1,0,0,2,2,1802,1125.31666666667,NA,NA,NA,NA,NA,NA,NA,11030808.1666667,59.1333333333333,2.95,11030.8081666667,59.1333333333333,2.95,418,315.2225545
"1012",1012,"Government","Florida",2024,0,0,0,0,0,0,1803,1156.04166666667,NA,NA,NA,NA,NA,NA,NA,11155356,58.4666666666667,3.35833333333333,11155.356,58.4666666666667,3.35833333333333,469,324.52668254
"1013",1013,"Government","Florida",2025,1,1,0,0,1,1,1804,1188.925,NA,NA,NA,NA,NA,NA,NA,11184014,58,3.6,11184.014,58,3.6,NA,NA
"1014",1014,"Government","Florida",2026,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1015",1015,"Government","Georgia",2021,1,0,1,2,0,2,1811,671.016666666667,NA,NA,NA,NA,NA,NA,NA,5167723.33333333,61.7083333333333,3.91666666666667,5167.72333333333,61.7083333333333,3.91666666666667,317,259.481586679167
"1016",1016,"Government","Georgia",2022,1,1,0,0,1,1,1812,677.683333333333,NA,NA,NA,NA,NA,NA,NA,5245955.25,61.725,3.175,5245.95525,61.725,3.175,368,280.115680104167
"1017",1017,"Government","Georgia",2023,0,0,0,0,0,0,1813,695.633333333333,NA,NA,NA,NA,NA,NA,NA,5342461.83333333,61.8833333333333,3.28333333333333,5342.46183333333,61.8833333333333,3.28333333333333,419,294.645882125
"1018",1018,"Government","Georgia",2024,0,0,0,0,0,0,1814,713.05,NA,NA,NA,NA,NA,NA,NA,5401399.58333333,61.6333333333333,3.54166666666667,5401.39958333333,61.6333333333333,3.54166666666667,470,303.342667855
"1019",1019,"Government","Georgia",2025,0,0,0,0,0,0,1815,723.725,NA,NA,NA,NA,NA,NA,NA,5379118.75,60.875,3.475,5379.11875,60.875,3.475,NA,NA
"1020",1020,"Government","Georgia",2026,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1021",1021,"Government","Guam",2021,1,1,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1022",1022,"Government","Guam",2022,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1023",1023,"Government","Guam",2023,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1024",1024,"Government","Guam",2024,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1025",1025,"Government","Guam",2025,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1026",1026,"Government","Guam",2026,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1027",1027,"Government","Hawaii",2021,0,0,0,0,0,0,1822,120.141666666667,NA,NA,NA,NA,NA,NA,NA,669406.916666667,59.475,5.96666666666667,669.406916666667,59.475,5.96666666666667,318,304.874132079167
"1028",1028,"Government","Hawaii",2022,0,0,0,0,0,0,1823,120.766666666667,NA,NA,NA,NA,NA,NA,NA,673002.666666667,59.8333333333333,3.29166666666667,673.002666666667,59.8333333333333,3.29166666666667,369,325.089280391667
"1029",1029,"Government","Hawaii",2023,0,0,0,0,0,0,1824,123.108333333333,NA,NA,NA,NA,NA,NA,NA,677983.416666667,60.0583333333333,2.91666666666667,677.983416666667,60.0583333333333,2.91666666666667,420,330.936148375
"1030",1030,"Government","Hawaii",2024,0,0,0,0,0,0,1825,125.7,NA,NA,NA,NA,NA,NA,NA,680306.916666667,59.925,2.975,680.306916666667,59.925,2.975,471,340.704079805
"1031",1031,"Government","Hawaii",2025,0,0,0,0,0,0,1826,129,NA,NA,NA,NA,NA,NA,NA,690529.5,60.725,2.6,690.5295,60.725,2.6,NA,NA
"1032",1032,"Government","Hawaii",2026,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1033",1033,"Government","Idaho",2021,0,0,0,0,0,0,1833,124.475,NA,NA,NA,NA,NA,NA,NA,927341.166666667,63.2083333333333,3.6,927.341166666667,63.2083333333333,3.6,319,248.274353645833
"1034",1034,"Government","Idaho",2022,0,0,0,0,0,0,1834,126.258333333333,NA,NA,NA,NA,NA,NA,NA,954670.083333333,63.425,2.89166666666667,954.670083333333,63.425,2.89166666666667,370,268.6037962125
"1035",1035,"Government","Idaho",2023,0,0,0,0,0,0,1835,129.466666666667,NA,NA,NA,NA,NA,NA,NA,977435.166666667,63.65,3.20833333333333,977.435166666667,63.65,3.20833333333333,421,278.575784375
"1036",1036,"Government","Idaho",2024,0,0,0,0,0,0,1836,128.05,NA,NA,NA,NA,NA,NA,NA,1002523.33333333,63.9666666666667,3.66666666666667,1002.52333333333,63.9666666666667,3.66666666666667,472,286.798244125
"1037",1037,"Government","Idaho",2025,1,1,0,0,1,1,1837,128.725,NA,NA,NA,NA,NA,NA,NA,1008601.75,63.575,4.025,1008.60175,63.575,4.025,NA,NA
"1038",1038,"Government","Idaho",2026,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1039",1039,"Government","Illinois",2021,1,1,1,1,1,2,1844,777,NA,NA,NA,NA,NA,NA,NA,6336764.33333333,62.9666666666667,6.08333333333333,6336.76433333333,62.9666666666667,6.08333333333333,320,274.569080279167
"1040",1040,"Government","Illinois",2022,1,1,0,0,1,1,1845,791.325,NA,NA,NA,NA,NA,NA,NA,6451123,64.2333333333333,4.61666666666667,6451.123,64.2333333333333,4.61666666666667,371,296.253971833333
"1041",1041,"Government","Illinois",2023,1,1,0,0,1,1,1846,811.691666666667,NA,NA,NA,NA,NA,NA,NA,6498527.58333333,64.3666666666667,4.49166666666667,6498.52758333333,64.3666666666667,4.49166666666667,422,301.215303958333
"1042",1042,"Government","Illinois",2024,1,1,0,0,8,8,1847,841.533333333333,NA,NA,NA,NA,NA,NA,NA,6624917.58333333,65.0416666666667,4.98333333333333,6624.91758333333,65.0416666666667,4.98333333333333,473,310.105993141667
"1043",1043,"Government","Illinois",2025,1,1,1,2,4,6,1848,858.925,NA,NA,NA,NA,NA,NA,NA,6590228.75,64.45,4.9,6590.22875,64.45,4.9,NA,NA
"1044",1044,"Government","Illinois",2026,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1045",1045,"Government","Indiana",2021,0,0,0,0,0,0,1855,407.2,NA,NA,NA,NA,NA,NA,NA,3331675.66666667,62.7,3.89166666666667,3331.67566666667,62.7,3.89166666666667,321,250.826871420833
"1046",1046,"Government","Indiana",2022,0,0,0,0,0,0,1856,408.258333333333,NA,NA,NA,NA,NA,NA,NA,3377985.91666667,63.1833333333333,3.08333333333333,3377.98591666667,63.1833333333333,3.08333333333333,372,268.87593785
"1047",1047,"Government","Indiana",2023,0,0,0,0,0,0,1857,421.05,NA,NA,NA,NA,NA,NA,NA,3410605.33333333,63.2916666666667,3.45,3410.60533333333,63.2916666666667,3.45,423,280.888489
"1048",1048,"Government","Indiana",2024,0,0,0,0,0,0,1858,431.7,NA,NA,NA,NA,NA,NA,NA,3455991.16666667,63.5333333333333,4.2,3455.99116666667,63.5333333333333,4.2,474,289.17921068
"1049",1049,"Government","Indiana",2025,0,0,0,0,0,0,1859,440.85,NA,NA,NA,NA,NA,NA,NA,3470930.75,63.5,3.85,3470.93075,63.5,3.85,NA,NA
"1050",1050,"Government","Indiana",2026,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1051",1051,"Government","Iowa",2021,0,0,0,0,0,0,1866,253.933333333333,NA,NA,NA,NA,NA,NA,NA,1675921.33333333,66.9416666666667,3.875,1675.92133333333,66.9416666666667,3.875,322,243.218092320833
"1052",1052,"Government","Iowa",2022,0,0,0,0,0,0,1867,257.808333333333,NA,NA,NA,NA,NA,NA,NA,1702041.83333333,67.7166666666667,2.85,1702.04183333333,67.7166666666667,2.85,373,258.55211315
"1053",1053,"Government","Iowa",2023,0,0,0,0,0,0,1868,262.8,NA,NA,NA,NA,NA,NA,NA,1712045.25,67.5916666666667,2.925,1712.04525,67.5916666666667,2.925,424,270.476747625
"1054",1054,"Government","Iowa",2024,1,1,0,0,1,1,1869,266.683333333333,NA,NA,NA,NA,NA,NA,NA,1713051.25,66.9916666666667,3.03333333333333,1713.05125,66.9916666666667,3.03333333333333,475,278.460155715
"1055",1055,"Government","Iowa",2025,1,1,0,0,3,3,1870,272.925,NA,NA,NA,NA,NA,NA,NA,1725133.5,67.125,3.675,1725.1335,67.125,3.675,NA,NA
"1056",1056,"Government","Iowa",2026,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1057",1057,"Government","Kansas",2021,0,0,0,0,0,0,1877,250.825,NA,NA,NA,NA,NA,NA,NA,1499635.08333333,66.55,3.375,1499.63508333333,66.55,3.375,323,247.250094920833
"1058",1058,"Government","Kansas",2022,1,1,0,0,1,1,1878,250.158333333333,NA,NA,NA,NA,NA,NA,NA,1507841.66666667,66.6833333333333,2.73333333333333,1507.84166666667,66.6833333333333,2.73333333333333,374,262.41476865
"1059",1059,"Government","Kansas",2023,1,1,0,0,1,1,1879,254.191666666667,NA,NA,NA,NA,NA,NA,NA,1524403.41666667,66.8666666666667,2.875,1524.40341666667,66.8666666666667,2.875,425,274.127103541667
"1060",1060,"Government","Kansas",2024,0,0,0,0,0,0,1880,257.675,NA,NA,NA,NA,NA,NA,NA,1545790.66666667,67.125,3.575,1545.79066666667,67.125,3.575,476,282.218255758333
"1061",1061,"Government","Kansas",2025,0,0,0,0,0,0,1881,263.775,NA,NA,NA,NA,NA,NA,NA,1550750,67,3.875,1550.75,67,3.875,NA,NA
"1062",1062,"Government","Kansas",2026,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1063",1063,"Government","Kentucky",2021,0,0,0,0,0,0,1888,296.875,NA,NA,NA,NA,NA,NA,NA,2020231.91666667,57.3333333333333,4.45833333333333,2020.23191666667,57.3333333333333,4.45833333333333,324,241.8551237
"1064",1064,"Government","Kentucky",2022,0,0,0,0,0,0,1889,299.308333333333,NA,NA,NA,NA,NA,NA,NA,2044974.91666667,57.825,4.05,2044.97491666667,57.825,4.05,375,261.5807862125
"1065",1065,"Government","Kentucky",2023,0,0,0,0,0,0,1890,307.8,NA,NA,NA,NA,NA,NA,NA,2056509.58333333,57.65,4.28333333333333,2056.50958333333,57.65,4.28333333333333,426,275.6597655
"1066",1066,"Government","Kentucky",2024,1,1,0,0,1,1,1891,314.508333333333,NA,NA,NA,NA,NA,NA,NA,2093848,58.1166666666667,5.075,2093.848,58.1166666666667,5.075,477,283.79615586
"1067",1067,"Government","Kentucky",2025,1,1,0,0,1,1,1892,319.55,NA,NA,NA,NA,NA,NA,NA,2118413.5,58.475,5.225,2118.4135,58.475,5.225,NA,NA
"1068",1068,"Government","Kentucky",2026,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1069",1069,"Government","Louisiana",2021,1,0,1,1,0,1,1899,312.975,NA,NA,NA,NA,NA,NA,NA,2051638.08333333,57.5583333333333,5.6,2051.63808333333,57.5583333333333,5.6,325,247.6348693625
"1070",1070,"Government","Louisiana",2022,1,1,0,0,1,1,1900,311.541666666667,NA,NA,NA,NA,NA,NA,NA,2063849,58.1583333333333,3.66666666666667,2063.849,58.1583333333333,3.66666666666667,376,264.7235831875
"1071",1071,"Government","Louisiana",2023,1,0,1,1,0,1,1901,317.858333333333,NA,NA,NA,NA,NA,NA,NA,2072347,58.3416666666667,3.74166666666667,2072.347,58.3416666666667,3.74166666666667,427,269.190896041667
"1072",1072,"Government","Louisiana",2024,1,0,1,1,0,1,1902,321.641666666667,NA,NA,NA,NA,NA,NA,NA,2079307.41666667,58.2833333333333,4.35833333333333,2079.30741666667,58.2833333333333,4.35833333333333,478,277.136350858333
"1073",1073,"Government","Louisiana",2025,0,0,0,0,0,0,1903,326.075,NA,NA,NA,NA,NA,NA,NA,2059757.75,57.625,4.25,2059.75775,57.625,4.25,NA,NA
"1074",1074,"Government","Louisiana",2026,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1075",1075,"Government","Maine",2021,1,1,0,0,2,2,1910,96.2083333333333,NA,NA,NA,NA,NA,NA,NA,689467.25,60.4333333333333,4.76666666666667,689.46725,60.4333333333333,4.76666666666667,326,263.700557141667
